CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,grid
-81,-92,-77,-89,-77,-85,-74,-95,A00
-80,-87,-79,-93,-88,-83,-76,-92,A00
-81,-92,-77,-93,-78,-84,-76,-94,A00
-79,-92,-80,-91,-77,-83,-74,-93,A00
-80,-91,-79,-93,-79,-83,-76,-96,A00
-80,-94,-77,-95,-79,-85,-77,-93,A00
-78,-91,-80,-94,-79,-84,-79,-93,A00
-79,-93,-74,-93,-81,-82,-73,-92,A00
-77,-90,-74,-94,-74,-85,-76,-95,A00
-79,-93,-72,-93,-77,-83,-79,-94,A00
-78,-91,-72,-95,-75,-84,-80,-93,A00
-79,-92,-74,-94,-75,-85,-77,-94,A00
-77,-92,-74,-91,-75,-84,-79,-92,A00
-78,-91,-78,-93,-77,-85,-77,-92,A00
-80,-90,-76,-96,-78,-82,-77,-96,A00
-81,-96,-86,-95,-82,-83,-78,0,A00
-81,-86,-81,-95,-73,-84,-74,0,A00
-81,-89,-90,-94,-71,-88,-71,0,A00
-82,-88,-78,-94,-76,-88,-72,0,A00
-83,-90,-74,-92,-75,-82,-72,0,A00
-83,-90,-76,-91,-77,-86,-70,0,A00
-81,-96,-76,-90,-76,-80,-71,0,A00
-82,-92,-74,-94,-79,-86,-75,0,A00
-80,-91,-70,-95,-75,-81,-75,0,A00
-81,-91,-72,-94,-76,-85,-76,0,A00
-76,-94,-73,-94,-77,-89,-78,0,A00
-72,-94,-70,-93,-84,-83,-85,0,A00
-77,-92,-75,0,-79,-84,-82,0,A00
-82,-91,-76,0,-77,-79,-86,0,A00
-81,-95,-78,0,-74,-85,-82,0,A00
-81,-92,-72,0,-74,-83,-75,0,A00
-81,0,-74,0,-75,-81,-76,0,A00
-80,0,-74,0,-73,-81,-76,0,A00
-87,0,-76,0,-77,-83,-81,0,A00
-80,0,-76,0,-76,-85,-81,0,A00
-79,-86,-70,-89,-77,-78,-69,-88,A01
-79,-83,-72,-91,-77,-78,-70,-87,A01
-79,-91,-71,-88,-78,-79,-69,-88,A01
-79,-87,-72,-90,-77,-79,-70,-89,A01
-80,-87,-71,-91,-84,-79,-71,-89,A01
-79,-83,-70,-92,-79,-79,-68,-87,A01
-76,-87,-76,-91,-78,-79,-71,-88,A01
-81,-86,-74,-95,-77,-76,-69,-87,A01
-82,-85,-74,-93,-77,-79,-70,-89,A01
-79,-89,-72,-90,-81,-79,-68,-89,A01
-78,-87,-69,-90,-83,-78,-68,-88,A01
-77,-88,-72,-91,-81,-82,-69,-88,A01
-78,-86,-73,-88,-82,-77,-69,-88,A01
-78,-86,-72,-91,-81,-78,-71,-87,A01
-80,-88,-71,-91,-81,-78,-68,-88,A01
-80,-90,-74,-90,-82,-76,-71,-87,A01
-81,-87,-74,-91,-83,-76,-72,-89,A01
-80,-88,-74,-91,-84,-79,-71,-89,A01
-78,-93,-72,-89,-77,-79,-69,-86,A01
-77,-87,-70,-92,-75,-80,-68,-87,A01
-80,-88,-70,-91,-78,-83,-68,-88,A01
-79,-91,-71,-92,-76,-81,-69,-86,A01
-79,-86,-70,-93,-73,-78,-70,-88,A01
-77,-90,-72,-90,-78,-81,-70,-90,A01
-80,-89,-70,-90,-76,-81,-67,-87,A01
-77,-88,-68,-90,-76,-81,-68,-89,A01
-78,-89,-72,-91,-79,-81,-69,-89,A01
-79,-90,-71,-91,-78,-81,-68,-88,A01
-80,-88,-74,-91,-85,-87,-67,-90,A01
-80,-89,-72,-90,-79,-77,-69,-90,A01
-75,-86,-65,-90,-74,-87,-72,-92,A02
-76,-83,-65,-89,-71,-87,-71,-94,A02
-74,-83,-66,-87,-73,-91,-72,-93,A02
-77,-86,-65,-89,-72,-91,-71,-94,A02
-76,-88,-67,-88,-73,-91,-73,-93,A02
-77,-94,-65,-90,-72,-90,-73,-95,A02
-76,-86,-65,-88,-70,-91,-73,-94,A02
-76,-86,-65,-87,-69,-88,-73,-95,A02
-75,-85,-64,-88,-72,-91,-74,-95,A02
-74,-86,-64,-88,-72,-89,-72,-99,A02
-83,-82,-69,-86,-72,-90,-72,0,A02
-73,-83,-66,-88,-70,-88,-72,0,A02
-75,-86,-65,-84,-72,-92,-72,0,A02
-76,-85,-65,-87,-72,-91,-74,0,A02
-74,-84,-65,-88,-72,-90,-72,0,A02
-77,-86,-65,-87,-72,-92,-72,0,A02
-76,-86,-65,-87,-73,-90,-73,0,A02
-76,-84,-64,-90,-72,-91,-72,0,A02
-75,-86,-65,-88,-71,-91,-73,0,A02
-76,-84,-65,-88,-71,-88,-73,0,A02
-75,-88,-65,-90,-69,-89,-72,0,A02
-76,-83,-65,-87,-70,-88,-72,0,A02
-76,-83,-66,-86,-73,-89,-73,0,A02
-77,-84,-64,-88,-71,-91,-72,0,A02
-76,-83,-65,-87,-73,-91,-71,0,A02
-70,-84,-67,-87,-75,-95,-75,0,A02
-77,-83,-65,-87,-72,-83,-75,0,A02
-78,-81,-65,-91,-74,-89,-75,0,A02
-81,-81,-64,-88,-76,-87,-69,0,A02
-77,-90,-68,-93,-86,-89,-72,0,A02
-74,-87,-70,-91,-76,-86,-70,0,A02
-74,-86,-72,-90,-73,-90,-74,0,A02
-75,-86,-61,-95,-66,-69,-65,-95,A03
-72,-82,-62,-89,-64,-70,-69,-90,A03
-72,-84,-60,-90,-65,-74,-69,-92,A03
-70,-86,-69,-86,-70,-79,-67,-91,A03
-69,-78,-66,-85,-66,-77,-75,-90,A03
-71,-81,-67,-85,-68,-75,-74,-91,A03
-73,-89,-69,-85,-66,-74,-72,-89,A03
-71,-81,-61,-95,-67,-76,-64,-87,A03
-69,-90,-63,-91,-63,-80,-66,-91,A03
-79,-86,-60,-82,-70,-84,-68,-86,A03
-81,-81,-71,-87,-76,-72,-75,-90,A03
-72,-84,-73,-83,-70,-88,-76,-93,A03
-72,-86,-73,-88,-69,-81,-74,-91,A03
-71,-86,-73,-87,-69,-81,-70,-92,A03
-71,-84,-73,-85,-70,-82,-73,-93,A03
-69,-82,-71,-86,-66,-83,-70,-92,A03
-70,-82,-75,-87,-70,-78,-72,-90,A03
-74,-86,-72,-86,-65,-81,-72,-97,A03
-71,-84,-72,-86,-66,-81,-71,-92,A03
-74,-87,-72,-85,-75,-84,-71,-93,A03
-73,-86,-73,-86,-80,-83,-68,-93,A03
-73,-80,-72,-86,-78,-81,-68,-95,A03
-73,-83,-76,-86,-78,-81,-69,-95,A03
-75,-88,-74,-85,-79,-82,-68,-95,A03
-71,-88,-72,-84,-73,-83,-69,-92,A03
-73,-83,-77,-85,-82,-82,-72,-91,A03
-75,-87,-76,-84,-84,-80,-70,-94,A03
-77,-88,-73,-82,-80,-79,-73,-93,A03
-76,-85,-77,-84,-74,-80,-73,-90,A03
-74,-84,-72,-85,-74,-78,-77,-95,A03
-73,-85,-69,-85,-76,-82,-80,-94,A03
-75,-84,-69,-84,-74,-83,-72,0,A03
-74,-86,-75,-87,-68,-77,-80,-85,A04
-77,-83,-77,-95,-66,-80,-72,-83,A04
-76,-82,-74,-93,-65,-78,-71,-84,A04
-76,-81,-67,-95,-63,-84,-71,-84,A04
-73,-82,-69,-95,-66,-79,-69,-84,A04
-74,-87,-73,-92,-63,-78,-71,-84,A04
-75,-85,-71,-91,-63,-77,-71,-84,A04
-74,-85,-70,-92,-64,-79,-73,-87,A04
-76,-83,-72,-92,-65,-78,-75,-84,A04
-76,-81,-71,-91,-63,-80,-81,-86,A04
-75,-82,-70,-91,-64,-80,-77,-83,A04
-74,-84,-72,-93,-65,-82,-65,-85,A04
-72,-88,-68,-91,-64,-81,-71,-84,A04
-78,-81,-75,-90,-66,-81,-70,-83,A04
-86,-82,-81,-93,-69,-80,-70,-91,A04
-79,-79,-79,-92,-70,-82,-70,-90,A04
-79,-81,-77,-91,-70,-82,-70,-95,A04
-70,-82,-74,-93,-73,-76,-77,-88,A04
-77,-92,-73,-91,-68,-77,-71,-91,A04
-77,-88,-71,-93,-68,-80,-72,-86,A04
-75,-93,-75,-94,-65,-76,-73,-85,A04
-77,-88,-79,-92,-63,-77,-69,-89,A04
-83,-88,-78,-95,-63,-76,-86,-88,A04
-76,-85,-78,-93,-63,-78,-80,-86,A04
-76,-84,-73,-94,-63,-78,-81,-86,A04
-77,-89,-73,-91,-63,-78,-81,-86,A04
-74,-82,-75,0,-65,-77,-73,-87,A04
-81,-81,-70,0,-67,-77,-68,-86,A04
-77,-83,-72,0,-67,-78,-69,-84,A04
-77,-81,-74,0,-68,-78,-70,-85,A04
-76,-85,-71,0,-68,-79,-70,-85,A04
-76,-80,-75,0,-69,-80,-71,-86,A04
-65,-72,-61,-83,-71,-79,-71,-84,A05
-68,-74,-63,-86,-78,-80,-77,-83,A05
-65,-72,-62,-83,-72,-83,-78,-81,A05
-66,-74,-62,-82,-79,-78,-74,-78,A05
-69,-75,-63,-83,-77,-77,-74,-82,A05
-68,-74,-62,-83,-79,-78,-75,-83,A05
-69,-71,-63,-83,-71,-83,-79,-84,A05
-70,-77,-71,-85,-72,-81,-75,-84,A05
-69,-76,-65,-85,-71,-83,-77,-84,A05
-70,-72,-60,-89,-73,-81,-75,-84,A05
-66,-73,-65,-89,-76,-82,-78,-81,A05
-74,-74,-67,-86,-66,-81,-81,-86,A05
-69,-73,-64,-83,-70,-82,-75,-85,A05
-67,-72,-62,-85,-79,-80,-73,-82,A05
-64,-72,-63,-85,-70,-82,-71,-83,A05
-68,-72,-62,-85,-75,-79,-74,-83,A05
-67,-70,-62,-84,-74,-78,-77,-83,A05
-68,-71,-62,-83,-77,-80,-75,-84,A05
-68,-73,-63,-82,-75,-80,-74,-79,A05
-70,-73,-62,-84,-73,-82,-75,-85,A05
-67,-72,-63,-85,-75,-82,-75,-83,A05
-67,-71,-61,-83,-76,-80,-82,-82,A05
-69,-74,-68,-83,-71,-82,-76,-84,A05
-75,-73,-63,-86,-74,-80,-72,-82,A05
-70,-79,-62,-86,-76,-82,-73,-81,A05
-70,-76,-60,-85,-72,-82,-76,-83,A05
-69,-73,-65,-87,-75,-87,-77,-82,A05
-66,-71,-63,-88,-76,-81,-72,-81,A05
-66,-73,-62,-84,-75,-80,-74,-80,A05
-67,-75,-60,-85,-77,-76,-72,-81,A05
-67,-71,-63,-83,-73,-83,-81,-86,A05
-69,-73,-61,-82,-75,0,-72,-87,A05
-75,-67,-67,-85,-72,-81,-72,-79,A06
-75,-71,-65,-86,-73,-81,-76,-80,A06
-76,-70,-68,-85,-75,-80,-78,-78,A06
-73,-68,-66,-88,-73,-82,-77,-79,A06
-75,-67,-64,-86,-75,-80,-69,-81,A06
-70,-70,-57,-90,-87,-81,-63,-86,A06
-74,-71,-57,-88,-79,-82,-66,-87,A06
-74,-74,-58,-89,-78,-81,-65,-87,A06
-75,-73,-60,-88,-78,-83,-66,-87,A06
-71,-76,-63,-90,-75,-79,-66,-86,A06
-72,-69,-62,-97,-76,-81,-65,-86,A06
-75,-70,-61,-89,-83,-77,-66,-85,A06
-73,-71,-64,-90,-82,-83,-66,-87,A06
-73,-72,-60,-91,-79,-82,-66,-85,A06
-72,-72,-62,-88,-78,-84,-68,-85,A06
-72,-71,-60,-91,-76,-79,-65,-87,A06
-74,-79,-59,-89,-74,-82,-66,-85,A06
-73,-80,-61,-88,-77,-81,-69,-87,A06
-70,-82,-59,-89,-74,-83,-68,-85,A06
-72,-80,-59,-95,-77,-82,-67,-92,A06
-73,-80,-60,-90,-74,-81,-67,-85,A06
-72,-80,-63,-91,-77,-81,-66,-89,A06
-73,-79,-61,-89,-86,-82,-70,-85,A06
-73,-68,-69,-91,-79,-81,-68,-87,A06
-75,-72,-68,-90,-78,-85,-66,-87,A06
-74,-73,-65,-92,-77,-82,-66,-87,A06
-71,-76,-60,-89,-79,-83,-69,-85,A06
-73,-73,-58,-92,-79,-81,-67,-86,A06
-75,-71,-60,-94,-78,-80,-67,-86,A06
-72,-71,-61,-86,-76,-80,-68,-86,A06
-73,-75,-61,0,-73,-80,-66,-85,A06
-76,-60,-69,-92,-73,-95,-68,-90,A07
-74,-60,-65,-92,-77,-92,-67,-90,A07
-76,-60,-66,-93,-77,-92,-67,-92,A07
-72,-58,-64,-93,-74,-90,-68,-90,A07
-75,-60,-65,-95,-75,-90,-68,-91,A07
-74,-59,-65,-92,-76,-91,-70,-91,A07
-74,-61,-66,-92,-76,-92,-69,-91,A07
-73,-59,-65,-92,-76,-91,-69,-88,A07
-75,-61,-67,-89,-75,-86,-69,-93,A07
-74,-60,-66,-95,-77,-89,-68,-91,A07
-74,-60,-65,-92,-73,-90,-70,-92,A07
-75,-59,-66,-93,-75,-91,-69,-90,A07
-75,-58,-66,-92,-75,-90,-70,-89,A07
-74,-60,-64,-91,-74,-92,-69,-92,A07
-73,-58,-66,-91,-75,-91,-68,-91,A07
-75,-60,-66,-93,-75,-92,-69,-90,A07
-74,-60,-65,-93,-77,-91,-70,-90,A07
-73,-56,-65,-92,-78,-92,-70,-91,A07
-75,-59,-66,-90,-76,-91,-69,-92,A07
-75,-59,-65,-91,-77,-91,-70,-89,A07
-75,-58,-65,-93,-76,-89,-70,-90,A07
-75,-59,-64,-93,-75,-90,-69,-91,A07
-74,-59,-65,-93,-75,-88,-67,-91,A07
-74,-60,-60,-94,-74,-88,-67,-92,A07
-75,-60,-66,-89,-75,-88,-75,-92,A07
-74,-59,-66,-92,-74,-90,-67,-92,A07
-75,-59,-65,-92,-75,-87,-69,-92,A07
-74,-61,-65,-89,-76,-90,-71,-92,A07
-75,-60,-66,-93,-75,-93,-68,-89,A07
-75,-60,-65,-94,-77,-91,-69,-91,A07
-74,-60,-62,-90,-77,-91,-69,-91,A07
-76,-59,-64,-94,-75,0,-69,-91,A07
-77,-59,-69,0,-76,0,-68,-89,A07
-71,-72,-84,-94,-78,-88,-77,-93,A08
-74,-86,-78,-94,-75,-90,-77,-91,A08
-73,-73,-78,-93,-77,-87,-82,-91,A08
-70,-76,-77,-95,-80,-89,-79,-94,A08
-75,-71,-77,-89,-81,-90,-86,-92,A08
-78,-69,-80,-94,-79,-89,-86,-90,A08
-74,-78,-76,-92,-79,-93,-81,-96,A08
-83,-74,-78,-91,-77,-92,-75,-92,A08
-70,-76,-76,-92,-76,-91,-79,-92,A08
-69,-73,-86,-92,-79,-93,-80,-92,A08
-74,-75,-80,-93,-75,-90,-85,-94,A08
-73,-76,-73,-87,-78,-87,-82,-93,A08
-73,-74,-77,-92,-77,-90,-78,-91,A08
-73,-76,-78,-93,-77,-88,-82,-93,A08
-74,-75,-79,-94,-78,-88,-84,-93,A08
-74,-76,-78,-94,-78,-92,-82,-92,A08
-70,-77,-78,-93,-77,-93,-84,-93,A08
-72,-74,-80,-91,-78,-89,-85,-92,A08
-72,-77,-79,-95,-75,-91,-84,-92,A08
-74,-75,-80,-94,-78,-90,-83,-93,A08
-73,-74,-81,-92,-78,-91,-86,-93,A08
-74,-74,-80,-92,-79,-90,-82,-93,A08
-74,-75,-79,-89,-79,-90,-85,-93,A08
-73,-76,-79,-92,-78,-91,-83,-92,A08
-72,-75,-80,-91,-78,-94,-82,-91,A08
-73,-76,-79,-91,-78,-90,-84,-93,A08
-74,-75,-78,-91,-77,-90,-83,-92,A08
-74,-75,-78,-94,-79,-93,-83,-93,A08
-71,-75,-79,-92,-79,-88,-83,-94,A08
-74,-75,-80,-91,-78,-90,-84,-94,A08
-74,-74,-79,-92,-79,-84,-83,-92,A08
-73,-76,-80,-91,-80,-85,-83,0,A08
-86,-86,-72,-94,-73,-78,-81,-90,B00
-79,-86,-68,-93,-71,-83,-76,-92,B00
-80,-88,-70,-90,-72,-76,-78,-89,B00
-77,-86,-69,-94,-71,-83,-81,-93,B00
-76,-89,-72,-91,-70,-81,-85,-92,B00
-80,-88,-68,-90,-70,-82,-82,-91,B00
-76,-88,-72,-93,-71,-81,-83,-93,B00
-78,-86,-66,-93,-70,-79,-85,-93,B00
-77,-84,-69,-91,-70,-79,-77,-91,B00
-81,-88,-70,-93,-69,-78,-78,-93,B00
-79,-87,-73,-94,-69,-80,-78,-94,B00
-82,-86,-68,-94,-68,-76,-77,-92,B00
-82,-86,-68,-90,-73,-74,-83,-91,B00
-80,-89,-67,-91,-70,-81,-71,-94,B00
-78,-86,-68,-90,-71,-75,-76,-92,B00
-78,-85,-70,-92,-69,-76,-77,-93,B00
-77,-88,-65,-91,-71,-80,-77,-89,B00
-83,-91,-67,-92,-69,-76,-75,-90,B00
-84,-93,-69,-94,-70,-75,-82,-89,B00
-82,-93,-69,-93,-70,-75,-81,-89,B00
-80,-86,-69,-93,-68,-79,-84,-92,B00
-82,-88,-67,-92,-70,-79,-82,-91,B00
-81,-86,-69,-93,-70,-80,-80,-91,B00
-81,-85,-68,-92,-68,-79,-75,-91,B00
-82,-87,-69,-95,-65,-78,-85,-91,B00
-84,-88,-66,-93,-70,-79,-77,-92,B00
-80,-86,-68,-95,-71,-76,-78,-92,B00
-81,-85,-67,-94,-71,-76,-73,-93,B00
-77,-87,-68,-92,-70,-76,-75,-95,B00
-81,-84,-69,-93,-70,-77,-72,-92,B00
-81,-91,-69,-91,-69,-76,-76,-92,B00
-86,-90,-69,0,-70,-79,-87,0,B00
-79,-83,-76,-93,-67,-79,-75,-90,B01
-79,-83,-77,-94,-69,-79,-79,-87,B01
-79,-84,-76,-91,-69,-79,-80,-90,B01
-79,-85,-85,-95,-70,-78,-75,-89,B01
-77,-86,-81,-93,-68,-79,-77,-90,B01
-76,-86,-80,-93,-71,-80,-77,-90,B01
-75,-84,-81,-93,-70,-80,-80,-89,B01
-77,-83,-81,-91,-69,-79,-78,-90,B01
-76,-86,-79,-92,-69,-80,-79,-91,B01
-78,-84,-78,-93,-68,-79,-78,-89,B01
-78,-83,-80,-91,-69,-80,-78,-92,B01
-77,-83,-81,-94,-68,-80,-77,-90,B01
-78,-83,-79,-91,-68,-79,-79,-90,B01
-78,-81,-78,-95,-69,-79,-79,-93,B01
-75,-85,-75,-92,-68,-79,-77,-88,B01
-79,-83,-77,-94,-69,-79,-78,-90,B01
-78,-83,-77,-94,-68,-79,-76,-91,B01
-78,-86,-78,-94,-68,-79,-75,-90,B01
-78,-84,-76,-93,-69,-79,-76,-89,B01
-75,-84,-75,-93,-70,-79,-77,-89,B01
-75,-86,-80,-92,-68,-80,-73,-90,B01
-80,-87,-77,-92,-71,-81,-74,-90,B01
-77,-85,-75,-90,-68,-78,-76,-89,B01
-76,-85,-75,-91,-68,-80,-77,-90,B01
-77,-85,-76,-91,-71,-77,-75,-90,B01
-76,-85,-75,-93,-69,-77,-78,-90,B01
-77,-83,-77,-92,-67,-78,-76,-91,B01
-73,-82,-77,-90,-68,-76,-78,-89,B01
-78,-84,-76,-92,-69,-76,-79,-90,B01
-77,-83,-78,-92,-69,-75,-78,-92,B01
-76,-84,-78,-92,-69,-77,-78,-91,B01
-74,-81,-62,-86,-69,-77,-71,-88,B02
-74,-82,-63,-84,-70,-78,-69,-86,B02
-75,-81,-63,-88,-71,-77,-68,-88,B02
-76,-82,-63,-92,-69,-78,-70,-87,B02
-75,-81,-63,-87,-70,-76,-69,-88,B02
-75,-81,-64,-84,-73,-78,-69,-87,B02
-75,-81,-64,-85,-71,-77,-72,-88,B02
-77,-83,-63,-85,-70,-77,-71,-88,B02
-74,-81,-65,-86,-65,-76,-69,-87,B02
-77,-81,-63,-86,-71,-77,-72,-88,B02
-74,-89,-62,-86,-71,-77,-69,-86,B02
-77,-82,-62,-86,-70,-76,-67,-90,B02
-76,-82,-62,-86,-68,-77,-70,-87,B02
-74,-80,-63,-87,-70,-78,-70,-84,B02
-76,-80,-64,-86,-69,-77,-69,-86,B02
-75,-81,-65,-87,-70,-77,-70,-84,B02
-75,-80,-64,-86,-68,-79,-72,-86,B02
-75,-81,-63,-85,-70,-77,-68,-88,B02
-77,-80,-64,-85,-68,-77,-69,-87,B02
-73,-80,-65,-87,-67,-78,-72,-84,B02
-75,-83,-66,-87,-70,-76,-72,-87,B02
-73,-80,-65,-87,-70,-76,-71,-86,B02
-73,-82,-64,-88,-71,-76,-72,-87,B02
-77,-80,-65,-88,-68,-78,-70,-87,B02
-75,-81,-63,-88,-70,-77,-71,-87,B02
-77,-81,-66,-84,-71,-77,-72,-86,B02
-76,-82,-63,-88,-70,-75,-69,-87,B02
-76,-84,-64,-86,-67,-76,-68,-87,B02
-72,-91,-64,-84,-69,-75,-70,-90,B02
-77,-93,-65,-87,-74,-74,-68,-86,B02
-79,-77,-70,-85,-72,-76,-72,-87,B02
-76,-82,-62,-86,-72,-76,-69,-87,B02
-77,-82,-64,0,-72,-75,-70,0,B02
-72,-75,-80,-91,-67,-75,-59,-92,B03
-73,-77,-70,-89,-68,-77,-58,-91,B03
-73,-77,-67,-92,-68,-78,-59,-91,B03
-77,-82,-70,-93,-68,-76,-59,-90,B03
-73,-77,-72,-93,-69,-77,-59,-90,B03
-74,-78,-71,-92,-67,-81,-59,-90,B03
-72,-77,-72,-94,-68,-77,-58,-88,B03
-73,-77,-71,-90,-68,-76,-58,-90,B03
-71,-77,-72,-92,-67,-77,-58,-92,B03
-74,-78,-68,-90,-68,-77,-59,-90,B03
-74,-76,-69,-91,-67,-77,-61,-91,B03
-74,-77,-72,-92,-68,-76,-57,-91,B03
-73,-78,-71,-89,-68,-77,-60,-89,B03
-72,-78,-72,-89,-67,-76,-58,-90,B03
-72,-78,-74,-91,-69,-77,-58,-89,B03
-73,-78,-71,-91,-66,-77,-58,-90,B03
-73,-78,-75,-93,-68,-78,-57,-89,B03
-73,-79,-72,-93,-68,-77,-57,-90,B03
-71,-74,-71,-94,-69,-78,-58,-91,B03
-74,-77,-71,-93,-69,-78,-59,-92,B03
-71,-78,-74,-93,-68,-78,-58,-91,B03
-72,-78,-71,-92,-68,-79,-58,-91,B03
-71,-78,-71,-93,-67,-78,-58,-89,B03
-73,-78,-73,-90,-66,-78,-58,-92,B03
-73,-74,-72,-92,-68,-77,-58,-93,B03
-74,-78,-72,-91,-69,-77,-58,-91,B03
-74,-78,-71,-92,-69,-77,-58,-90,B03
-73,-78,-71,-93,-66,-75,-58,-89,B03
-74,-78,-71,-89,-72,-77,-58,-90,B03
-73,-79,-72,-92,-70,-77,-59,-90,B03
-72,-76,-71,-94,-72,-77,-58,-91,B03
-74,-82,-68,-81,-65,-83,-65,-93,B04
-74,-78,-70,-82,-64,-82,-64,-92,B04
-71,-78,-69,-81,-64,-81,-64,-95,B04
-72,-79,-69,-84,-63,-80,-64,-91,B04
-71,-77,-68,-81,-63,-82,-65,-91,B04
-71,-80,-68,-83,-64,-83,-65,-91,B04
-72,-78,-66,-81,-63,-82,-65,-92,B04
-73,-78,-69,-83,-64,-82,-64,-91,B04
-72,-79,-69,-84,-64,-82,-65,-96,B04
-71,-78,-68,-83,-65,-81,-65,-93,B04
-72,-80,-69,-84,-65,-80,-64,-92,B04
-73,-81,-69,-83,-64,-82,-65,-93,B04
-70,-80,-69,-83,-65,-79,-64,-93,B04
-73,-77,-69,-83,-65,-81,-63,-93,B04
-71,-80,-69,-81,-65,-84,-65,-95,B04
-71,-78,-71,-82,-63,-82,-64,-93,B04
-71,-79,-68,-82,-60,-80,-66,-92,B04
-71,-84,-64,-82,-65,-79,-65,-92,B04
-72,-77,-70,-82,-64,-82,-64,-93,B04
