CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,grid
-70,-78,-72,-79,-67,-86,-80,-74,H04
-70,-79,-73,-75,-69,-85,-78,-77,H04
-64,-76,-74,-75,-68,-87,-78,-73,H04
-66,-76,-75,-75,-70,-86,-80,-72,H04
-70,-77,-71,-76,-70,-88,-81,-74,H04
-68,-76,-74,-74,-66,-85,-80,-75,H04
-69,-77,-74,-74,-69,-86,-80,-76,H04
-69,-76,-73,-76,-69,-86,-80,-75,H04
-69,-77,-74,-75,-67,-87,-78,-75,H04
-69,-77,-74,-76,-70,-85,-80,-74,H04
-69,-78,-72,-76,-69,-87,-79,-76,H04
-64,-79,-73,-80,-69,-83,-83,-76,H04
-71,-78,-73,-76,-70,-85,-81,-74,H04
-68,-79,-74,-79,-72,-85,-79,-72,H04
-73,-87,-83,-79,-66,-87,-79,-86,H05
-74,-94,-80,-73,-62,-90,-84,-84,H05
-76,-90,-75,-76,-64,-91,-83,-81,H05
-75,-87,-74,-78,-64,-86,-78,-88,H05
-77,-88,-76,-78,-67,-88,-79,-81,H05
-69,-85,-75,-74,-64,-93,-78,-85,H05
-73,-89,-81,-75,-63,-91,-77,-82,H05
-69,-86,-77,-77,-64,-89,-78,-82,H05
-74,-88,-78,-75,-65,-87,-77,-82,H05
-76,-93,-78,-76,-65,-88,-84,-78,H05
-72,-91,-77,-74,-65,-90,-74,-82,H05
-74,-88,-76,-75,-64,-87,-75,-82,H05
-83,-89,-77,-76,-64,-87,-84,-84,H05
-76,-87,-73,-76,-66,-87,-78,-85,H05
-80,-92,-78,-79,-64,-87,-83,-82,H05
-76,-86,-76,-83,-69,-90,-79,-85,H05
-72,-87,-76,-79,-62,-96,-81,-86,H05
-72,-87,-79,-76,-75,-90,-81,-80,H05
-79,-84,-79,-82,-71,-91,-81,-80,H05
-74,-86,-78,-79,-67,-94,-78,-82,H05
-79,-87,-79,-76,-70,-93,-77,-80,H05
-79,-87,-80,-79,-68,-96,-77,-81,H05
-78,-85,-80,-79,-67,-96,-75,-79,H05
-75,-88,-77,-79,-72,-95,-79,-82,H05
-77,-85,-81,-76,-70,-93,-79,-83,H05
-76,-88,-77,-77,-71,-97,-78,-87,H05
-76,-88,-78,-80,-70,-94,-77,-84,H05
-73,-85,-78,-80,-71,-93,-78,-83,H05
-75,-87,-78,-81,-70,-91,-79,-85,H05
-70,-88,-77,-79,-68,0,-79,-86,H05
-73,-85,-80,-85,-71,0,-80,-86,H05
-71,-86,-80,-78,-67,0,-75,-82,H05
-75,-88,-71,-81,-69,-90,-78,-90,H06
-81,-86,-73,-79,-71,-88,-80,-85,H06
-77,-88,-85,-89,-80,-92,-82,-88,H06
-71,-90,-79,-90,-78,-90,-82,-87,H06
-72,-87,-76,-82,-72,-92,-82,-79,H06
-76,-86,-81,-80,-71,-92,-84,-80,H06
-75,-88,-78,-80,-71,-93,-81,-82,H06
-75,-89,-77,-83,-74,-92,-83,-81,H06
-74,-89,-75,-80,-74,-91,-84,-82,H06
-77,-87,-75,-80,-72,-92,-82,-84,H06
-78,-90,-76,-80,-75,-91,-82,-86,H06
-78,-89,-77,-82,-73,-92,-84,-83,H06
-75,-85,-77,-81,-75,-92,-84,-85,H06
-74,-83,-75,-82,-77,-92,-82,-83,H06
-74,-85,-76,-81,-79,-91,-87,-82,H06
-75,-92,-76,-83,-71,-88,-83,-83,H06
-78,-93,-81,-84,-72,-91,-87,-84,H06
-77,-93,-78,-83,-73,-93,-87,-83,H06
-76,-90,-77,-81,-76,-93,-87,-88,H06
-77,-92,-80,-84,-79,-93,-91,-94,H06
-80,-93,-78,-84,-68,-93,-92,-79,H06
-78,-95,-80,-82,-71,-96,-85,-80,H06
-76,-95,-82,-85,-70,-93,-85,-81,H06
-79,-95,-86,-81,-70,-92,-90,-79,H06
-83,-91,-80,-83,-73,-92,-85,-80,H06
-81,-86,-79,-82,-72,-95,-92,-78,H06
-78,-86,-82,-84,-68,-89,-92,-81,H06
-77,-87,-80,-85,-71,-90,-88,-81,H06
-76,-83,-79,-89,-70,-93,-85,-79,H06
-75,-87,-81,-82,-71,-92,-85,-81,H06
-77,-89,-79,-79,-72,-93,-84,-78,H06
-76,-89,-81,-84,-73,0,-81,-81,H06
-77,-77,-87,-81,-74,-93,-86,-83,H07
-77,-81,-91,-80,-82,-91,-95,-83,H07
-83,-77,-86,-84,-82,-95,-93,-81,H07
-79,-74,-84,-81,-83,-91,-90,-82,H07
-81,-76,-85,-77,-82,-94,-85,-80,H07
-80,-77,-83,-82,-89,-91,-93,-81,H07
-79,-78,-86,-80,-78,-92,-91,-82,H07
-77,-78,-86,-78,-84,-90,-88,-80,H07
-77,-73,-85,-80,-89,-92,-88,-82,H07
-78,-78,-86,-80,-88,-93,-93,-80,H07
-79,-78,-86,-78,-82,-93,-94,-81,H07
-78,-78,-88,-79,-83,-92,-90,-78,H07
-81,-77,-83,-80,-86,-91,-92,-81,H07
-79,-77,-88,-81,-90,-90,-90,-81,H07
-82,-77,-85,-80,-89,-90,-89,-80,H07
-81,-76,-84,-81,-90,-92,-88,-81,H07
-81,-77,-84,-81,-86,-89,-91,-78,H07
-86,-76,-83,-79,-84,-91,-94,-80,H07
-84,-77,-84,-83,-87,-94,-91,-80,H07
-79,-78,-86,-84,-87,-93,-92,-80,H07
-79,-77,-83,-84,-84,-91,-93,-80,H07
-79,-78,-85,-83,-83,-94,-94,-79,H07
-80,-78,-85,-83,-83,-90,-93,-80,H07
-79,-77,-86,-82,-83,-89,-92,-81,H07
-80,-78,-83,-82,-91,-92,-89,-78,H07
-79,-78,-85,-82,-90,-91,-97,-80,H07
-74,-77,-86,-83,-86,-92,-93,-80,H07
-77,-78,-83,-79,-82,-90,-93,-80,H07
-75,-79,-85,-81,-83,-89,-91,-79,H07
-76,-78,-84,-82,-86,-93,-92,-80,H07
-75,-77,-87,-82,-83,-92,-92,-79,H07
-77,-74,-85,-83,-93,0,0,-79,H07
-77,-78,-86,-84,-90,0,0,-79,H07
-66,-79,-86,-82,-69,-88,-85,-82,H08
-67,-85,-84,-84,-65,-90,-91,-90,H08
-64,-84,-87,-82,-71,-94,-92,-89,H08
-66,-85,-86,-83,-68,-90,-93,-90,H08
-64,-85,-87,-79,-67,-90,-86,-92,H08
-65,-85,-83,-83,-64,-89,-88,-89,H08
-64,-79,-85,-81,-65,-87,-91,-90,H08
-66,-85,-87,-83,-65,-90,-93,-92,H08
-65,-84,-87,-83,-66,-90,-89,-91,H08
-65,-85,-86,-84,-66,-88,-89,-95,H08
-65,-82,-88,-82,-66,-91,-92,-90,H08
-64,-84,-89,-83,-65,-90,-90,-90,H08
-65,-85,-88,-81,-67,-88,-89,-90,H08
-64,-86,-90,-83,-65,-90,-90,-89,H08
-63,-82,-85,-83,-66,-89,-93,-88,H08
-67,-86,-85,-84,-64,-89,-91,-93,H08
-65,-82,-85,-83,-63,-90,-91,-87,H08
-65,-83,-84,-83,-65,-87,-89,-89,H08
-65,-85,-87,-84,-65,-89,-91,-91,H08
-67,-86,-86,-83,-66,-88,-94,-88,H08
-64,-86,-88,-84,-66,-88,-85,-93,H08
-66,-85,-90,-85,-65,-89,-83,-93,H08
-66,-85,-86,-84,-64,-90,-83,-91,H08
-64,-79,-85,-85,-61,-91,-85,-87,H08
-65,-82,-82,-82,-64,-90,-87,-87,H08
-65,-86,-85,-83,-59,-88,-88,-87,H08
-65,-81,-84,-83,-65,-89,-87,-89,H08
-64,-85,-83,-84,-65,-89,-89,-86,H08
-63,-83,-84,-86,-64,-90,-84,-86,H08
-64,-85,-85,-83,-64,-86,0,-87,H08
-65,-86,-86,-85,-66,-89,0,-87,H08
-64,-84,-85,-85,-65,-91,0,-85,H08
-80,-93,-80,-92,-67,-83,-82,-86,I00
-75,-92,-78,-87,-76,-85,-77,-91,I00
-80,-86,-79,-77,-70,-83,-78,-92,I00
-79,-93,-80,-82,-69,-88,-78,-87,I00
-78,-90,-81,-89,-66,-80,-77,-86,I00
-78,-91,-79,-89,-67,-82,-81,-86,I00
-81,-90,-78,-88,-69,-82,-76,-85,I00
-78,-93,-80,-87,-67,-80,-80,-89,I00
-81,-91,-80,-88,-68,-82,-81,-87,I00
-80,-89,-80,-87,-68,-87,-81,-87,I00
-78,-90,-80,-89,-69,-87,-80,-87,I00
-82,-94,-80,-86,-68,-87,-79,-89,I00
-79,-92,-79,-85,-68,-88,-82,-86,I00
-83,-90,-79,-86,-68,-83,-81,-88,I00
-81,-89,-78,-83,-67,-84,-81,-89,I00
-81,-91,-79,-81,-69,-83,-81,-89,I00
-80,-89,-79,-85,-69,-82,-81,-88,I00
-81,-91,-81,-85,-68,-84,-82,-88,I00
-82,-90,-81,-87,-69,-83,-80,-87,I00
-79,-90,-82,-87,-68,-83,-82,-89,I00
-80,-90,-81,-88,-68,-86,-81,-88,I00
-79,-93,-79,-83,-67,-84,-81,-87,I00
-80,-91,-78,-86,-69,-84,-79,-86,I00
-80,-92,-80,-82,-68,-88,-81,-87,I00
-80,-93,-80,-87,-66,-83,-80,-87,I00
-79,-92,-78,-84,-68,-82,-81,-88,I00
-79,-90,-76,-88,-68,-81,-82,-88,I00
-76,-95,-82,-85,-66,-82,-78,-86,I00
-78,-91,-80,-84,-67,-83,-82,-88,I00
-80,-92,-80,-85,-68,-82,-79,-86,I00
-80,-92,-82,-84,-67,-80,-82,-85,I00
-82,-93,-82,-84,-67,-83,-83,-93,I00
-80,-92,-80,-87,-67,-82,-82,-87,I00
-88,-90,-86,-76,-74,-92,-81,-93,I01
-83,-92,-88,-75,-71,-89,-94,-92,I01
-82,-92,-82,-77,-75,-88,-92,-91,I01
-82,-87,-84,-79,-78,-90,-91,-91,I01
-85,-92,-81,-76,-72,-91,-90,-90,I01
-85,-94,-84,-78,-77,-92,-90,-91,I01
-83,-91,-84,-79,-81,-95,-88,-88,I01
-82,-91,-84,-78,-78,-87,-86,-92,I01
-83,-91,-83,-74,-73,-88,-87,-90,I01
-82,-92,-82,-78,-76,-91,-86,-93,I01
-78,-94,-88,-78,-78,-89,-88,-90,I01
-84,-92,-91,-75,-74,-91,-93,-92,I01
-84,-92,-92,-76,-72,-91,-88,-92,I01
-82,-93,-89,-78,-72,-91,-85,-87,I01
-86,-88,-91,-77,-73,-90,-88,-87,I01
-86,-93,-89,-77,-73,-88,-90,-89,I01
-83,-95,-89,-75,-74,-92,-85,-91,I01
-83,-92,-88,-76,-81,-92,-84,-89,I01
-81,-94,-86,-74,-76,-87,-84,-89,I01
-85,-93,-91,-77,-75,-87,-89,-86,I01
-84,-92,-86,-73,-74,-94,-84,-88,I01
-82,-92,-86,-78,-85,-87,-89,-90,I01
-83,-92,-87,-75,-78,-92,-91,-87,I01
-81,-93,-89,-74,-78,-93,-85,-88,I01
-82,-91,-86,-76,-82,-92,-87,-88,I01
-85,-94,-89,-76,-77,-87,-90,-90,I01
-91,-89,-85,-76,-76,-90,-90,-88,I01
-85,-89,-85,-77,-76,-90,-86,-84,I01
-82,-92,-84,-77,-73,-92,-93,-92,I01
-84,-92,-88,-76,-74,-91,-86,-89,I01
-84,-91,-88,-74,-74,-88,-89,-88,I01
-84,-90,-93,-75,-70,-91,-88,-89,I01
-86,-89,-88,-72,-77,-89,,-89,I01
-79,-93,-82,-76,-72,-78,-95,-85,I02
-82,-93,-81,-76,-69,-81,-88,-86,I02
-78,-92,-82,-77,-70,-80,-89,-85,I02
-77,-91,-78,-77,-72,-82,-84,-85,I02
-79,-92,-83,-75,-70,-80,-88,-86,I02
-78,-93,-83,-77,-69,-85,-90,-86,I02
-79,-94,-82,-73,-71,-80,-94,-85,I02
-83,-93,-84,-75,-72,-84,-92,-85,I02
-80,-94,-82,-77,-72,-81,-91,-86,I02
-82,-93,-83,-77,-72,-81,-89,-85,I02
-80,-93,-83,-77,-72,-80,-90,-85,I02
-83,-91,-82,-80,-68,-82,-89,-86,I02
-83,-95,-81,-78,-70,-82,-88,-87,I02
-84,-92,-83,-77,-71,-82,-91,-85,I02
-83,-92,-82,-76,-71,-83,-93,-85,I02
-83,-95,-85,-76,-71,-81,-89,-85,I02
-83,-94,-81,-76,-71,-81,-92,-85,I02
-84,-91,-82,-76,-70,-85,-88,-86,I02
-84,-95,-82,-77,-73,-83,-86,-85,I02
-84,-92,-83,-77,-70,-82,-88,-86,I02
-83,-95,-83,-75,-71,-81,-89,-86,I02
-83,-93,-81,-75,-71,-82,-93,-85,I02
-82,-97,-82,-77,-72,-82,-92,-86,I02
-81,-93,-81,-77,-70,-80,-90,-87,I02
-83,-94,-82,-77,-70,-81,-88,-86,I02
-82,-90,-81,-72,-73,-82,-90,-85,I02
-81,-92,-81,-77,-71,-82,-88,-84,I02
-85,-94,-81,-79,-73,-82,-88,-83,I02
-86,-94,-81,-74,-72,-83,-88,-85,I02
-82,-93,-83,-75,-72,-80,-90,-85,I02
-85,0,-83,-77,-73,-81,-89,-85,I02
-83,0,-83,-75,-72,-81,0,-87,I02
-79,-81,-85,-74,-75,-90,-80,-85,I03
-82,-83,-86,-74,-73,-86,-77,-87,I03
-80,-82,-84,-74,-72,-87,-81,-85,I03
-80,-85,-84,-74,-73,-88,-83,-87,I03
-78,-83,-82,-74,-74,-87,-82,-86,I03
-76,-82,-85,-71,-75,-87,-82,-89,I03
-78,-82,-88,-76,-71,-89,-80,-84,I03
-76,-83,-81,-75,-75,-85,-78,-88,I03
-81,-81,-84,-73,-73,-91,-80,-84,I03
-80,-83,-84,-73,-74,-90,-84,-89,I03
-81,-83,-84,-72,-73,-88,-81,-84,I03
-79,-81,-84,-75,-75,-92,-82,-86,I03
-75,-81,-83,-73,-73,-88,-83,-86,I03
-79,-83,-84,-74,-73,-90,-84,-84,I03
-80,-83,-84,-74,-74,-90,-83,-85,I03
-79,-86,-88,-71,-74,-91,-80,-90,I03
-79,-84,-85,-74,-76,-92,-82,-85,I03
-78,-83,-84,-78,-73,-90,-82,-86,I03
-78,-81,-85,-74,-74,-90,-83,-87,I03
-80,-82,-84,-77,-74,-91,-82,-85,I03
-82,-82,-82,-75,-75,-90,-80,-87,I03
-80,-82,-81,-76,-70,-93,-85,-85,I03
-79,-84,-85,-74,-72,-89,-80,-85,I03
-81,-85,-87,-74,-73,-90,-84,-85,I03
-80,-83,-84,-74,-74,-91,-82,-88,I03
-83,-82,-85,-71,-75,-91,-80,-87,I03
-77,-83,-84,-72,-73,-89,-79,-88,I03
-80,-83,-86,-72,-72,-95,-82,-89,I03
-81,-83,-86,-74,-74,-89,-78,-89,I03
-82,-82,-88,-70,-72,-91,-82,-84,I03
-81,-85,-82,-73,-73,-91,-81,-87,I03
-81,-84,-83,-72,-74,-92,0,0,I03
-76,-85,-76,-82,-66,-80,-76,-82,I04
-76,-84,-78,-88,-67,-82,-77,-88,I04
-78,-83,-81,-79,-68,-86,-74,-87,I04
-80,-83,-74,-81,-67,-83,-72,-87,I04
-76,-83,-77,-81,-66,-84,-74,-84,I04
-79,-83,-76,-82,-67,-84,-74,-85,I04
-82,-83,-79,-77,-65,-84,-75,-84,I04
-85,-82,-80,-84,-63,-84,-74,-90,I04
-76,-82,-76,-79,-66,-84,-73,-86,I04
-80,-84,-76,-82,-65,-90,-73,-85,I04
-76,-83,-77,-80,-65,-84,-73,-85,I04
-78,-82,-75,-80,-65,-83,-75,-88,I04
-78,-82,-75,-81,-67,-85,-76,-86,I04
-76,-83,-77,-85,-66,-87,-75,-85,I04
-80,-82,-76,-81,-67,-82,-73,-87,I04
-78,-83,-76,-81,-66,-83,-76,-84,I04
-79,-82,-76,-80,-67,-83,-76,-86,I04
-78,-84,-75,-79,-66,-81,-74,-85,I04
-80,-83,-77,-81,-65,-83,-75,-83,I04
-80,-84,-74,-80,-65,-83,-76,-86,I04
-79,-83,-75,-79,-66,-81,-75,-84,I04
-79,-83,-77,-75,-66,-81,-72,-82,I04
-77,-85,-75,-81,-66,-83,-74,-83,I04
-81,-84,-77,-81,-67,-84,-72,-82,I04
-79,-83,-77,-81,-66,-78,-72,-84,I04
-77,-83,-75,-81,-66,-82,-71,-85,I04
-79,-84,-76,-80,-67,-83,-72,-83,I04
-77,-80,-77,-81,-67,-82,-73,-84,I04
-79,-83,-74,-81,-70,-84,-72,-84,I04
-78,-84,-77,-81,-67,-83,-72,0,I04
-79,-84,-77,-82,-66,-83,-74,0,I04
-80,-84,-78,-80,-68,-83,-71,0,I04
-79,-92,-87,-71,-77,-87,-76,-83,I05
-80,-92,-82,-73,-74,-87,-79,-81,I05
-76,-90,-86,-74,-74,-88,-80,-80,I05
-75,-93,-86,-74,-77,-90,-78,-81,I05
-74,-93,-85,-81,-73,-91,-79,-82,I05
-76,-94,-83,-71,-75,-86,-77,-80,I05
-78,-91,-80,-76,-75,-90,-80,-88,I05
-76,-93,-80,-76,-73,-89,-76,-82,I05
-78,-91,-85,-76,-74,-89,-78,-82,I05
-75,-93,-84,-75,-72,-90,-85,-82,I05
-74,-91,-81,-75,-73,-88,-78,-80,I05
-75,-93,-79,-76,-75,-89,-77,-81,I05
-74,-93,-82,-74,-74,-88,-78,-81,I05
-72,-92,-80,-81,-72,-88,-76,-79,I05
-72,-95,-81,-74,-76,-84,-77,-78,I05
-73,-95,-82,-75,-75,-87,-80,-75,I05
-73,-91,-81,-76,-77,-88,-80,-81,I05
-73,-95,-85,-75,-77,-89,-81,-83,I05
-73,-93,-78,-74,-74,-91,-79,-81,I05
-76,-92,-81,-72,-74,-88,-81,-82,I05
-74,-95,-79,-76,-78,-89,-82,-83,I05
-72,-90,-81,-75,-78,-85,-77,-82,I05
-73,-92,-81,-74,-73,-89,-80,-88,I05
-73,-94,-82,-81,-75,-88,-77,-81,I05
-73,-92,-81,-73,-76,-88,-80,-81,I05
-79,-93,-83,-76,-76,-88,-76,-81,I05
-79,-92,-85,-74,-73,-85,-76,-83,I05
-75,-93,-83,-77,-73,-87,-80,-81,I05
-76,-95,-81,-76,-74,-86,-76,-82,I05
-71,-91,-83,-76,-73,-87,-80,-83,I05
-73,-91,-84,-77,-73,-85,-78,-85,I05
-74,0,-84,-76,-75,-85,-79,-79,I05
-73,0,-81,-75,-72,-84,-79,-82,I05
-69,-90,-84,-79,-82,-92,-87,-83,I06
-69,-90,-83,-75,-74,-89,-85,-84,I06
-69,-89,-86,-75,-77,-89,-85,-83,I06
-72,-90,-82,-76,-75,-91,-86,-82,I06
-70,-94,-82,-78,-75,-90,-87,-81,I06
-70,-89,-84,-76,-74,-82,-82,-82,I06
-69,-89,-84,-77,-71,-89,-81,-82,I06
-67,-89,-85,-78,-72,-90,-84,-81,I06
-69,-91,-83,-78,-71,-89,-85,-81,I06
-71,-94,-83,-75,-72,-87,-81,-83,I06
-70,-92,-92,-81,-70,-90,-87,-82,I06
-70,-87,-81,-80,-71,-90,-84,-83,I06
-69,-89,-88,-77,-71,-90,-87,-81,I06
-69,-90,-84,-79,-73,-88,-86,-81,I06
-69,-89,-82,-78,-70,-85,-85,-81,I06
-69,-92,-83,-78,-70,-89,-86,-81,I06
-68,-91,-85,-79,-72,-91,-87,-87,I06
-64,-90,-84,-80,-75,-88,-85,-85,I06
-70,-88,-88,-81,-73,-91,-85,-83,I06
-69,-92,-91,-81,-71,-89,-85,-80,I06
-70,-89,-89,-78,-75,-87,-91,-82,I06
-71,-90,-92,-83,-73,-89,-92,-83,I06
-70,-93,-91,-80,-77,-91,-94,-80,I06
-69,-89,-94,-79,-77,-90,-85,-82,I06
-71,-90,-91,-81,-76,-92,-85,-81,I06
-71,-92,-87,-79,-75,-92,-87,-83,I06
-66,-89,-88,-80,-70,-89,-87,-88,I06
-68,-89,-78,-75,-71,-87,-87,-78,I06
-70,-92,-89,-79,-71,-87,-87,-82,I06
-69,-92,-90,-79,-70,-90,-82,-82,I06
-68,0,-93,-80,-72,-90,-83,-82,I06
-68,0,-88,0,-72,0,-82,0,I06
-72,-87,-83,-81,-70,-87,-81,-89,I07
-69,-83,-84,-80,-70,-89,-83,-87,I07
-70,-89,-77,-82,-70,-88,-82,-87,I07
-73,-79,-83,-84,-73,-88,-88,-89,I07
-70,-80,-86,-86,-70,-85,-81,-89,I07
-72,-79,-82,-83,-71,-88,-86,-88,I07
-73,-78,-84,-84,-71,-86,-79,-89,I07
-71,-81,-83,-84,-68,-87,-86,-86,I07
-73,-79,-82,-82,-73,-84,-84,-87,I07
-69,-79,-84,-85,-71,-86,-78,-89,I07
-71,-79,-86,-83,-72,-86,-84,-90,I07
-69,-81,-88,-85,-72,-88,-82,-86,I07
-73,-81,-84,-85,-72,-84,-90,-86,I07
-72,-83,-85,-88,-71,-89,-82,-87,I07
-72,-80,-85,-86,-71,-89,-87,-85,I07
-72,-81,-84,-85,-70,-87,-87,-87,I07
-73,-81,-82,-85,-72,-90,-86,-87,I07
-73,-81,-85,-85,-70,-89,-84,-86,I07
-71,-82,-81,-84,-71,-88,-86,-82,I07
-73,-80,-85,-81,-70,-88,-86,-88,I07
-70,-81,-81,-81,-70,-89,-86,-86,I07
-73,-80,-80,-79,-70,-88,-87,-87,I07
-70,-80,-88,-81,-73,-86,-87,-87,I07
-67,-81,-83,-88,-72,-89,-85,-85,I07
-72,-85,-86,-84,-70,-88,-83,-88,I07
-71,-80,-82,-85,-72,-87,-84,-86,I07
-71,-78,-82,-84,-71,-86,-87,-85,I07
-70,-76,-83,-84,-72,-85,-90,-87,I07
-71,-81,-80,-84,-73,-87,-82,-88,I07
-70,-81,-85,-81,-72,-85,-85,-87,I07
-72,-80,-88,-86,-72,-84,-85,-87,I07
-70,-81,0,0,-69,-88,-84,0,I07
-71,-79,0,0,-74,0,-81,0,I07
-69,-80,-74,-77,-74,-89,-88,-83,I08
-70,-87,-76,-75,-79,-91,-85,-83,I08
-70,-86,-80,-76,-75,-92,-90,-81,I08
-70,-85,-81,-76,-74,-93,-93,-84,I08
-68,-84,-81,-76,-74,-94,-86,-84,I08
-69,-84,-79,-76,-74,-90,-92,-83,I08
-70,-84,-79,-77,-75,-89,-89,-83,I08
-69,-85,-80,-72,-74,-91,-92,-82,I08
-70,-86,-82,-75,-73,-91,-90,-83,I08
-68,-85,-83,-77,-73,-90,-91,-84,I08
-68,-86,-82,-76,-73,-91,-88,-82,I08
-69,-85,-78,-75,-74,-92,-90,-83,I08
-68,-83,-83,-79,-73,-90,-88,-84,I08
-67,-85,-83,-77,-72,-91,-90,-84,I08
-69,-85,-83,-76,-71,-89,-90,-83,I08
-69,-85,-82,-77,-74,-91,-89,-83,I08
-70,-84,-81,-82,-75,-92,-90,-84,I08
-68,-84,-83,-77,-75,-91,-89,-81,I08
-70,-85,-82,-76,-74,-93,-91,-81,I08
-67,-86,-82,-77,-74,-93,-92,-81,I08
-67,-84,-82,-76,-74,-92,-87,-81,I08
-68,-83,-82,-76,-72,-92,-90,-85,I08
-67,-84,-82,-76,-72,-88,-90,-83,I08
-69,-83,-82,-77,-73,-91,-87,-84,I08
-68,-83,-81,-76,-74,-91,-89,-83,I08
-69,-84,-82,-76,-75,-91,-94,-82,I08
-70,-87,-82,-78,-75,-88,-85,-83,I08
-71,-80,-74,-81,-77,-89,-81,-81,I08
-76,-79,-75,-81,-84,-92,-85,-82,I08
-70,-78,-75,-79,-80,-92,-84,-83,I08
-72,-79,-75,-79,-82,-91,-84,-82,I08
-71,-80,-76,-80,-79,-93,-80,-83,I08
-71,-80,-75,-79,-83,0,-84,-85,I08
